대여소번호,보관소(대여소)명,자치구,상세주소,위도,경도
02093,상도SH빌아파트 입구,동작구, 동작구 상도로53길 70,37.50321198,126.9545975
02094,숭실대학교(중문),동작구, 동작구 상도동 512-10,37.49550629,126.9563751
02095,경문고등학교 앞,동작구, 동작구 동작동 산1-13,37.49150085,126.9824066
02096,서울특별시 동작관악교육지원청,동작구,동작구 상도2동175-1,37.50251389,126.9406509
04152, 상도효성해링턴플레이스,동작구,상도동25-41(마을버스정류소20803 옆),37.50543213,126.9415131
04153, 흑석동효사정앞,동작구,흑석동143-57,37.51120377,126.9612808
04158, 노량진근린공원,동작구,여의대방로36길71,37.50680542,126.9285049
04162, 노량진1동 청소년독서실,동작구,만양로3길 8,37.50785828,126.9471359
04167, 구로교 아래,동작구,신대방동 702-2,37.48500824,126.9035034
04169, 신대방삼거리,동작구,보라매로 99,37.49845505,126.9279785
04173, 중대후문 마을버스정류장,동작구,양녕로 282,37.50444412,126.9502564
04175, 대방역2번출구,동작구,서울특별시 동작구노량진로10,37.51262665,126.9274139
04177, 롯데캐슬 101동 앞,동작구,동작구 상도동 159-250,37.50157547,126.9459076
04178, 이수성결교회 옆,동작구,동작구 동작동 산 28-4,37.49814987,126.9836884
04181, 보라매공원역 2번출구,동작구,동작구 신대방동  385-18,37.49582291,126.9178162
04179, 보라매병원역 1번출구,동작구,동작구 신대방동 395-61,37.49322128,126.9234314
04180, 흑석동주민센터 입구,동작구,동작구 흑석동 25-21,37.50682831,126.9667358
02102, 봉림교 교통섬,관악구,서울특별시 관악구 관천로 52,37.48408508,126.9268875
02103, 신림동 우방아파트,관악구,서울특별시 관악구 관천로27길 2,37.4891777,126.9192734
02104, 사당역 5번출구,관악구,서울특별시 관악구 남현동 1060-12,37.47608948,126.9813309
02105, 미성동 신림체육센터,관악구,서울특별시 관악구 난곡로 295,37.48025131,126.9146042
02106, 세이브마트,관악구,서울특별시 관악구 난곡로 210,37.47372818,126.9184036
02108, 은천치안센터,관악구,서울특별시 관악구 봉천로 375,37.48334122,126.9431992
02109, 은천로입구 가로공원,관악구,서울특별시관악구 봉천동 962,37.48620224,126.9358139
02110, 조원동 미성아파트,관악구,서울특별시 관악구 시흥대로 560,37.48319244,126.9020309
02111, 서울대입구역 1번출구,관악구,서울특별시 관악구 남부순환로 1830,37.48086929,126.9533157
02112, 서울대입구역 마에스트로,관악구,서울특별시 관악구 남부순환로 지하 1822,37.4813385,126.9506455
02113, 관악동작견인차량보관소,관악구,서울특별시 관악구 신사로 7,37.4846611,126.9039002
02115, 관악구시설관리공단,관악구,서울특별시 관악구 남부순환로 1369,37.47991562,126.9028397
02116, 에이스에이존빌딩,관악구,서울특별시 관악구 남부순환로 지하 1822,37.48170471,126.9508286
02119, 중앙동 동진빌딩,관악구,서울특별시 관악구 관악로 217,37.48425674,126.9546967
02122, 낙성대로 입구,관악구,서울특별시 관악구 남부순환로 1889,37.47805786,126.960495
02127, 난곡종점,관악구,서울특별시 관악구 난곡로 99,37.46488571,126.9194794
02128, 관악구청교차로,관악구,서울특별시 관악구 관악로 153,37.47916412,126.9525833
02129, 낙성대 과학전시관,관악구,서울특별시 관악구 낙성대로 101,37.46905518,126.9581451
02130, 영어마을 관악캠프,관악구,서울특별시 관악구 낙성대로 70,37.47198868,126.9584274
02135, 신림역 5번출구,관악구,서울특별시 관악구 남부순환로 지하 1614,37.48440933,126.9289093
02136, 신림역 8번출구,관악구,서울특별시 관악구 신림로 340,37.48450851,126.930069
02137, KT&G 관악지점,관악구,서울특별시 관악구 남부순환로 1675,37.48490143,126.9365311
02139, 서울신성초등학교,관악구,서울특별시 관악구 신림로 114,37.4711647,126.9370194
02140, 신림1교 교차로,관악구,서울특별시 관악구 신림로 270,37.47842789,126.9318619
02143, 서울산업정보학교,관악구,서울특별시 관악구 신림로 67,37.4706955,126.9421997
02144, 난우길입구,관악구,서울특별시 관악구 문성로 115,37.47777557,126.9167557
02145, 은천초등학교 육교,관악구,서울특별시 관악구 은천로 69,37.48635864,126.9429245
02148, 낙성대역 3번출구 뒤,관악구,서울특별시 관악구 남부순환로 지하 1928,37.47702789,126.9633942
02156, 신림푸르지오아파트,관악구,서울특별시 금천구 남부순환로 1428,37.48072052,126.9093247
02159, 인헌초교,관악구,서울특별시 관악구 봉천동 244-1 ,37.47509003,126.9592285
02164, 관악우체국,관악구,서울특별시 관악구 남부순환로 1641,37.48476791,126.9328766
02165, JK장평타워,관악구,서울특별시 관악구 남부순환로 1943,37.47648239,126.9653626
02167, 낙성대역 1번출구,관악구,서울특별시 관악구 남부순환로 1944,37.47629547,126.9649582
02169, 봉천역 2번출구,관악구,서울특별시 관악구 남부순환로 1728,37.48218918,126.942131
02170, 조원동 강남힐병원,관악구,서울특별시 관악구 남부순환로 1451,37.48152924,126.9120331
02171, 서울대입구역 5번출구,관악구,서울특별시 관악구 남부순환로 1817,37.48154831,126.9520035
02172, 나들목공원,관악구,서울특별시 관악구 신림로 41,37.46940613,126.9445114
02173, 당곡사거리,관악구,서울특별시 관악구 보라매로 3,37.48974991,126.9274674
02174, 삼성디지털프라자관악점,관악구,서울특별시 관악구 신림로 386,37.48856354,126.9284821
02175, 신림동걷고싶은문화의거리입구,관악구,서울특별시 관악구 신림로 369,37.48730087,126.9287033
02176, 보라매공원 보도육교,관악구,서울특별시 관악구 신사로 132,37.48899078,126.9163818
02177, 신대방역 2번 출구,관악구,신림동 신대방역 2번출구,37.48712921,126.9130173
02178, 서울대학교 정문,관악구,서울특별시 관악구 관악로 1 서울대학교,37.46709442,126.9493256
02179, 양녕로 입구,관악구,남부순환로 1761,37.48218918,126.9461594
02183, 동방1교,관악구,신림로 144,37.47182846,126.9339218
02184, 구암초등학교 버스정류장,관악구,관악구 봉천동 490-9,37.48949051,126.9459229
02185, 대학동 고시촌,관악구,서울특별시 관악구 신림로 97 밀라트,37.47046661,126.938652
02186, 낙성대입구삼거리,관악구,남부순환로 1889,37.4788208,126.95961
02187, 현대시장사거리,관악구,은천로 110,37.4867363,126.9475174
02189, 봉천역 4번출구,관악구,남부순환로 1719,37.48275375,126.9414063
02190,도원맨션,관악구,남부순환로 1699,37.48368835,126.9391556
02191,대학동주민센터,관악구,신림로 115,37.47068787,126.9364853
02195,은천교회,관악구,남부순환로 1654,37.48464584,126.9345093
02196, 봉천역 3번출구,관악구,남부순환로 1700,37.4833107,126.9390259
02198,사랑의병원,관악구,남부순환로 1868,37.47946548,126.9569321
02199,신봉천주유소 A,관악구,남부순환로 1884,37.47877121,126.9586945
03305,낙성대역 8번 출구,관악구,남부순환로 1939,37.47677612,126.9648666
03310,영락고등학교,관악구,청룡16길 25,37.47662735,126.9436417
03311,서울대입구역 4번 출구,관악구,참숯5길 7,37.48122025,126.9515762
03803, 남서울중학교,관악구,남부순환로1537,37.48313141,126.9213562
03804, 낙성대공원,관악구,낙성대로70 맞은편,37.47185516,126.9587174
03806, 낙성대 교수아파트,관악구,낙성대로101 맞은편,37.46895981,126.9576569
03807, 관악우체국 교차로,관악구,남부순환로1653,37.48497391,126.934372
03802, 관악구민체육센터,관악구,낙성대로3길37,37.47288132,126.9600372
03811,신사로입구,관악구,관천로91,37.48675156,126.9227219
03812, KT관악지점,관악구,남부순환로1774,37.48163223,126.9471893
03813, 낙성대역 5번출구,관악구,남부순환로1921,37.47752762,126.9627686
03814, 난곡사거리,관악구,남부순환로1483,37.48204803,126.9152451
03815, 광일빌딩,관악구,남부순환로 2054,37.47639847,126.9768372
03816, 관악 GSfresh,관악구,서울 관악구 쑥고개로 111,37.47909164,126.9494171
03818, 은천교회 앞,관악구,서울 관악구 신림동 458,37.48857117,126.9213867
03819, 서울대벤처타운역,관악구,신림동 110-10,37.4722023,126.9339066
03820, 은천삼거리,관악구,관악로 227-1,37.48506546,126.9554596
03822,"신림4,5동교",관악구,관천로72,37.48531723,126.9246597
02202,청계산입구역 1번출구,서초구,서울특별시 서초구 청계산로 지하 179,37.44893646,127.0543747
02203, 청계산입구역 2번출구,서초구,서울특별시 서초구 청계산로 지하 179,37.44765854,127.0550156
02205, 내곡3단지 어린이공원 앞,서초구,서울특별시 서초구 청계산로9길 76,37.45375061,127.0593796
02206, 언남초등학교 앞,서초구,서울특별시 서초구 헌릉로8길 42,37.45435715,127.0621033
02207, 내곡파출소 뒤 정자,서초구,서울특별시 서초구 헌릉로 226,37.45440674,127.0649262
02210, 반포1동 주민센터 앞,서초구,서울특별시 서초구 사평대로 지하 285,37.50509644,127.0131073
02211, 서초구립반포도서관 앞,서초구,서울특별시 서초구 고무래로 34,37.50263596,127.0123138
02212,서초현대4차아파트 201동 맞은편,서초구,서울특별시 서초구 고무래로 94,37.50065231,127.0186157
02213, 고속터미널역 5번출구 앞,서초구,서울특별시 서초구 신반포로 지하 188,37.5022316,127.0022583
02214, 신반포역 2번출구 앞,서초구,서울특별시 서초구 신반포로 지하 105,37.50411606,126.9974899
02215, 반포종합운동장 입구,서초구,서울특별시 서초구 신반포로16길 30,37.5017128,126.9954758
02217,아크로리버뷰 부지 앞,서초구,서초구 잠원동 78,37.51304626,127.0059586
02219," 고속터미널역 8-1번, 8-2번 출구 사이",서초구,서울특별시 서초구 신반포로 지하 188,37.50619888,127.0039444
02221, 방일초교 마을버스 정류장,서초구,서울특별시 서초구 방배로 110,37.48561096,126.9946823
02222,사당역 12번출구 뒤,서초구,서울특별시 동작구 동작대로 지하 3,37.47806931,126.9820328
02223, 방배래미안 정문 앞,서초구,서울특별시 서초구 남부순환로 2183,37.47261047,126.9830093
02225,백석예술대학교 제3캠퍼스 앞,서초구,서울특별시 서초구 방배로9길 23,37.4737587,126.9952469
02226, 신동아럭스빌아파트 앞,서초구,서울특별시 서초구 방배로1길 9,37.47518158,127.0013886
02227,방배열린문화센터 앞,서초구,서울특별시 서초구 서초대로 지하 103,37.48905182,126.9925232
02228,뒷벌공원 옆,서초구,서울특별시 서초구 방배중앙로 131,37.48976898,126.986763
02229,로고스교회 맞은 편,서초구,서울특별시 서초구 방배천로 126,37.48701096,126.9849625
02230,이수역 4번 출구,서초구,서울특별시 동작구 사당로 지하 310,37.4858284,126.9826279
02231, 삼성타운(삼성생명) A동 맞은편,서초구,서울특별시 서초구 서초대로 405,37.49691391,127.0249634
02233, 서초신동아1차아파트 옆,서초구,서울특별시 서초구 효령로36길 22,37.49111176,127.0229569
02235,KT 서초지사 앞,서초구,서울특별시 서초구 사평대로 73,37.48215866,127.0027008
02237,서울남부터미널 대합실 입구,서초구,서울특별시 서초구 서초중앙로 지하 31,37.48455811,127.0148697
02239,교대역 6번출구,서초구,서울특별시 서초구 서초대로 지하 294,37.49421692,127.0137863
02241,양재전화국 사거리,서초구,서울특별시 강남구 논현로 201,37.48537827,127.0417023
02242,양재역 11번 출구 앞,서초구,서울특별시 서초구 남부순환로 지하 2585,37.48398972,127.0341797
02243,서울가정법원,서초구,서울특별시 서초구 강남대로 193,37.48149109,127.0367279
02244,교육개발원입구 교차로,서초구,서울특별시 서초구 바우뫼로1길 35,37.47785187,127.0389099
02245,양재초등학교 맞은편,서초구,서울특별시 서초구 바우뫼로18길 14,37.47361374,127.03051
02246, 서울시 품질시험소 앞,서초구,서울특별시 서초구 태봉로 131,37.46920013,127.029007
02247,섬들근린공원,서초구,서울특별시 서초구 태봉로2길 24,37.46263885,127.026619
02248, 서초리슈빌S 글로벌 앞,서초구,서울특별시 서초구 양재대로2길 8,37.45995331,127.0247421
02249, 우솔초등학교 맞은편,서초구,서울특별시 서초구 양재대로2길 74,37.45623398,127.0193481
02250, 서초유치원 맞은편,서초구,서울특별시 서초구 양재대로2길 74,37.4557991,127.0162888
02251, 더케이호텔 입구(양재2),서초구,서울특별시 서초구 바우뫼로12길 70,37.46750641,127.0344772
02252, 잔디마을 마을버스 정류장,서초구,서울특별시 서초구 매헌로 16,37.46332169,127.0360413
02255,양재시민의숲역(매헌) 1번출구,서초구,서울특별시 서초구 매헌로 지하 116,37.47016525,127.03862
02256,양재동 꽃시장 입구,서초구,서울특별시 서초구 강남대로 27,37.46768951,127.0403595
02257, 청계산 입구 삼거리,서초구,서울특별시 서초구 청계산로 10,37.46268845,127.0461121
02258,구룡사 삼거리,서초구,서울특별시 강남구 논현로2길 22,37.47153854,127.0505905
02259, 잠원역 3번-4번 출구사이,서초구,서울특별시 서초구 잠원로4길 지하 46,37.51298904,127.0111771
02263, 바우뫼문화복지회관,서초구,서울특별시 서초구 바우뫼로 43,37.47192764,127.0268402
02264, 이수역 1번출구,서초구,서울특별시 서초구 동작대로 134,37.48897171,126.9827194
02265, 이수고가차도 남단,서초구,서울특별시 서초구 동작대로 204 청남빌딩,37.49474335,126.9830627
02266, 서초역 3번출구,서초구,서울특별시 서초동 1748-14,37.49053955,127.0081635
02268, 서초4동주민센터,서초구,서울특별시 서초동 1389,37.50231934,127.0222702
02269, 주홍교 하부,서초구,서울특별시 잠원동 91-29,37.51034927,127.0160523
02270, 서초포레스타 7단지,서초구,서울특별시 신원동 266,37.44896698,127.0577393
02271, 내방역 8번출구 앞,서초구,서울특별시 서초구 방배로 162,37.48802185,126.9941177
02272, 교대입구 교차로,서초구,서울특별시 서초동 1748-33,37.4873085,127.010582
02273, 일동제약 사거리,서초구,서울특별시 양재동 67-12,37.47782898,127.038269
02274, 양재시민의숲역 3번출구,서초구,서울특별시 양재동 316-11,37.4692421,127.0398254
02275, 염곡치안센터 건너편,서초구,서울특별시 염곡동 260-1,37.46149445,127.0490723
02276, 영동1교 (양재천근린공원),서초구,서울특별시 양재동 261-23,37.47438812,127.0389023
02277, 길마중4교 하부,서초구,서울특별시 잠원동 84-3,37.51483917,127.0156021
02279, 교대역 5번출구뒤,서초구,서울특별시 서초구 서초중앙로 130,37.49361801,127.014183
02280, 서울서초고용센터앞,서초구,서울특별시 서초구 반포대로 43,37.48416138,127.0109711
02281, 연세사랑병원신관앞,서초구,서울특별시 서초구 효령로 10,37.47597885,126.9862824
02282, 방배래미안아트힐 101동앞,서초구,서울특별시 서초구 남부순환로 2311-12,37.47720337,127.0058365
02283, 그룹한빌딩옆,서초구,서울특별시 서초구 서초대로 62,37.48652649,126.9891663
02284, CJ오쇼핑앞,서초구,서울특별시 서초구 과천대로 870-13,37.4681015,126.9868012
02285, LH서초3단지 301동 맞은편,서초구,서울특별시 서초구 양재대로2길 33,37.45742416,127.0226517
02286, 탑성마을입구,서초구,서울특별시 서초구 탑성말길 2,37.4585495,127.0558853
02287, 능안마을입구,서초구,서울특별시 서초구 능안말길 1-2,37.45561981,127.0671005
02288, 안골마을입구,서초구,서울특별시 서초구 안골2길 3,37.45560837,127.0644531
02289, 남태령역 2번출구,서초구,서울특별시 서초구 과천대로 810,37.46429825,126.9885254
02293, SPC 앞,서초구,서울특별시 서초구 남부순환로 2620,37.48479843,127.0369949
02294, 두상빌딩 앞,서초구,서울특별시 서초구 언남길 87,37.47590637,127.0462418
02297, 남부터미널역 1번출구,서초구,서울특별시 서초구 서초중앙로 38,37.485672,127.0159226
02298, 래미안서초스위트앞,서초구,서울특별시 서초구 서운로 221,37.50241089,127.0216065
02299, 한전아트센터 앞,서초구,서울특별시 서초구 효령로72길 60,37.48646927,127.0280609
02501, 서초 포레스타5단지,서초구,신원동 347-6,37.45066071,127.0570602
02502, 서초역1번출구 앞,서초구,서초동 1553-21,37.49195099,127.0085526
02503, 반포1동 서초빌딩 앞,서초구,반포동 749-35,37.50381088,127.0213623
02504, 신사역 4번출구 뒤,서초구,잠원동 88,37.51588058,127.0193024
02505, 우성아파트사거리 (기업은행앞),서초구,서초동 1374,37.49325943,127.0295334
02506, LG유플러스 (방배사옥),서초구,방배동 980-53,37.47909164,126.9906769
02508, 양재이스타빌 앞,서초구,양재동 4(양재동 3-14 앞),37.48297882,127.0422592
02509, 심산기념문화센터,서초구,서초구 반포동 128-13,37.49836349,126.9911499
02510, JW타워,서초구,서초구 서초동 1748-45,37.48303986,127.0214615
02511, 이수역 6번출구 앞,서초구,서초구 방배동 438-35,37.48366165,126.9823227
02514,사평역 2번출구,서초구,서울시 서초구 반포동 30-5 ,37.50364304,127.0160217
02515,서초초등학교 후문,서초구,서울시 서초구 서운로 178,37.49892807,127.0247269
02516,본마을 노인복지센터 앞,서초구,서울특별시 서초구 본마을2길 2,37.45441818,127.052742
02517,서초그랑자이 앞,서초구,서울특별시 서초구 효령로69길,37.48768234,127.0247879
02518,서초동 현대아파트 앞,서초구,서울특별시 서초구 효령로70길,37.48731613,127.0248947
02519,서초2교(사임당로 방면),서초구,서울특별시 서초구 사임당로137,37.49100876,127.0235214
02520,서초1교 (진흥아파트 방면),서초구,서초구 서초동 1323-13,37.49593353,127.0217743
02521,서초 크로바타워 앞,서초구,서초구 서초대로 347,37.49556351,127.0191803
02523,뉴코아 킴스클럽 앞,서초구,서초구 잠원로 51,37.51019287,127.0072556
02524,반포쇼핑타운 8동 앞,서초구,서초구 신반포로 219 반포쇼핑타운,37.50735092,127.0080185
02525,반포쇼핑타운 2동 앞,서초구,서초구 신반포로 165 ,37.5056076,127.0021591
02527,반포중학교 앞(세화여고 맞은편),서초구,서초구 신반포로67,37.50296021,126.9935989
02529,우리은행 방배동지점 앞,서초구,서초구 방배로 183,37.48991776,126.9920807
02530,삼호3차아파트 앞,서초구,서초구 방배동 757-3,37.4977951,126.9870682
02531,멤피스아파트 앞,서초구,서초구 방배로 245,37.49420547,126.989357
02532,국립국악원 앞,서초구,서초구 남부순환로 2364,37.47820282,127.0087814
02533,한가람미술관 앞,서초구,서초구 남부순환로 2406,37.48087692,127.0145264
02535,신반포역 3번출구 뒤,서초구,서초구 신반포로 ,37.50362396,126.9973221
02536,서초종합체육관 입구,서초구,서초구 원지동 28,37.45899582,127.0413208
02537,양재역 8번출구 앞,서초구,서초구 양재동,37.48257065,127.036438
02538,사평리근린공원,서초구,서초구 잠원동 51,37.52026749,127.0152512
02539,대한무역투자진흥공사 KOTRA 앞,서초구,서초구 헌릉로 13,37.46540833,127.0437775
02540,반포천 앞,서초구,서초구 사평대로 108 ,37.49905014,126.996254
02541,옛골 입구,서초구,청계산로 434,37.43097687,127.0703354
02542,신논현타워 앞,서초구,서초구 강남대로 479,37.50508881,127.0239105
02545,국립중앙도서관(국제회의장옆),서초구,반포동 산60-1,37.49721146,127.0042725
02547, 반포래미안 리오센트,서초구,서초구 잠원로 104-2 구두수선대,37.51832199,127.0148087
02548,반포1동 자율방범초소 옆,서초구,반포동 28-4,37.50847626,127.0167618
02549,LH 서초 4단지 403동,서초구,우면동 788,37.45924759,127.0239029
02550,양재동 꽃시장 건너편,서초구,양재동 351,37.46738434,127.0414581
04303, 매헌역 2번출구앞광역버스 정류장앞(22-297),서초구,강남대로18길25(삼덕빌딩) 앞,37.47171783,127.038887
04304, 서울고앞,서초구,서초동1526-1,37.48339462,127.0073624
04305, 서일스포츠센터,서초구,서초동 1313-12,37.49801636,127.0222244
04306, 서래공원 앞,서초구,반포동63-6,37.50150681,127.003479
04307, 고투몰 gate 15옆,서초구,반포동20-45,37.50723267,127.0094528
04309, 서초케이타운앞,서초구,신원동 산63,37.45766449,127.0593185
04310, 염곡동(염통골) 입구,서초구,서울특별시 서초구 헌릉로 73 서초경찰서 염곡치안센터,37.46220779,127.0486755
04312, 반포미도2차아파트 옆,서초구,반포동60-1,37.50320435,127.0065308
04313, 반포종합운동장,서초구,반포동15-2,37.49979782,126.9964676
04315, 이투스교육 앞,서초구,서초동 1354-3,37.48389053,127.0290527
04316, 고속터미널역 3번출구,서초구,반포동 118-3,37.50365829,127.0059433
04317, 양재근린공원,서초구,양재동 310-6,37.47039795,127.0424118
04318, 방배역 2번 출구,서초구,방배동 981-16,37.48116684,126.9975891
04319, 삼성전자R&D어린이집 뒤,서초구,서초구 성촌 1길 20,37.46559143,127.021843
04320, 신영체르니 아파트,서초구,서울 서초구 논현로27길 57,37.47901154,127.0414429
04323, 내곡도서관,서초구,신원동 328,37.45199966,127.0539169
04322,서울추모공원 입구,서초구,서초구 원지동 산83-9(추모공원내),37.45429993,127.0428314
04324, 세화고등학교,서초구,서초구 반포동 753,37.50209427,126.9914703
04327, 몽마르뜨공원입구,서초구,서초구 동광로 몽마르뜨공원 입구,37.4928894,127.0026474
04329, SC제일은행 양재동지점 앞,서초구,강남대로 251 해동빌딩앞,37.48573685,127.0331574
04332, 이수교차로,서초구,서초구 방배동 752-37,37.49817276,126.9844818
04333, 서울고등학교 건너편,서초구,서초구 서초동 1487-1,37.48285294,127.0059738
04334, 인재개발원 데이터센터,서초구,서초구 서초동 391,37.4801178,127.0218048
04336,서울교육청 교육연수원 앞,서초구,서초구 방배동 490-4,37.473423,126.9977722
04337,우면산등산로입구,서초구,서초구 방배동 산 33-2,37.47691727,127.0061112
04338,새정이마을 버스정류장 앞,서초구,서초구 새정길 4,37.43474579,127.0659485
04340,방배래미안아트힐아파트 앞,서초구,서초구 남부순환로 2311-12,37.47730637,127.0059204
04341,영동1교 북단,서초구,서초구 양재동 105-20,37.47555923,127.0382614
04343,헌인릉 입구,서초구,서초구 내곡동 1-3244,37.46066284,127.0812988
02301, 현대고등학교 건너편,강남구,서울특별시 강남구 압구정로 134,37.52407074,127.0217896
02302, 교보타워 버스정류장(신논현역 3번출구 후면),강남구,서울특별시 강남구 봉은사로 지하 102,37.5055809,127.0242767
02303, 논현역 10번출구,강남구,서울특별시 강남구 학동로 지하 102,37.51137161,127.0214615
02304, 대현그린타워,강남구,서울특별시 강남구 언주로 626,37.5116272,127.0356522
02305, MCM 본사 직영점 앞,강남구,서울특별시 강남구 언주로 734,37.52064133,127.0345078
02306, 압구정역 2번 출구 옆,강남구,서울특별시 강남구 압구정로 지하 172,37.5271225,127.028717
02307, 압구정 한양 3차 아파트,강남구,서울특별시 강남구 압구정로 321,37.52838135,127.0390167
02308, 압구정파출소 앞,강남구,서울특별시 강남구 압구정로 311,37.52930069,127.0355988
02309, 청담역(우리들병원 앞),강남구,서울특별시 강남구 학동로 443,37.51890182,127.0493851
02310, 청담동 맥도날드 옆(위치),강남구,서울특별시 강남구 학동로 지하 508,37.52361298,127.0401764
02311, 학동로 래미안 아파트 앞,강남구,서울특별시 강남구 학동로 지하 508,37.51777267,127.0430222
02312, 청담역 13번 출구 앞,강남구,서울특별시 강남구 영동대로 703,37.52058029,127.0563278
02313, 금원빌딩 앞,강남구,서울특별시 강남구 도산대로 539,37.52511597,127.0524674
02314, 청담나들목입구,강남구,서울특별시 강남구 영동대로128길 59,37.52101517,127.0601502
02315, 봉은사역 5번출구 옆,강남구,서울특별시 강남구 봉은사로 지하 601,37.51424789,127.0611191
02316, 삼성역 8번출구,강남구,서울특별시 강남구 영동대로 502,37.50957489,127.0634079
02317, 삼성도로공원,강남구,서울특별시 강남구 영동대로112길 66,37.51588821,127.0662003
02318, 삼성중앙역4번출구(문화센터더 리빌),강남구,서울특별시 강남구 봉은사로 531,37.51357651,127.0550308
02319, 포스코사거리 서측(수협 삼성동 지점),강남구,서울특별시 강남구 테헤란로 435,37.50660706,127.0546799
02320, 도곡역 대치지구대 방향,강남구,서울특별시 강남구 남부순환로 지하 2814,37.4919281,127.0569687
02321, 학여울역 사거리,강남구,서울특별시 강남구 남부순환로 지하 3104,37.49611664,127.0694428
02322, 삼성역 3번 출구,강남구,서울특별시 강남구 테헤란로 534,37.50809097,127.0631027
02323, 주식회사 오뚜기 정문 앞,강남구,서울특별시 강남구 영동대로 308,37.50221252,127.0672073
02324, 천주교 대치 2동 교회 옆,강남구,서울특별시 강남구 도곡로 540,37.50043869,127.0662231
02325, 대치삼성아파트 앞 교차로,강남구,서울특별시 강남구 도곡로 447,37.4986496,127.0593185
02326, 대치동 삼성로,강남구,서울특별시 강남구 삼성로 350,37.50239563,127.0587997
02327, 뱅뱅사거리 랜드마크타워 앞,강남구,서울특별시 강남구 강남대로 308,37.49055099,127.0314636
02328, 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,강남구,서울특별시 강남구 언주로 506,37.50321198,127.0427322
02329, 르네상스호텔사거리 역삼지하보도 2번출구,강남구,서울특별시 강남구 테헤란로 지하 156,37.50235748,127.04319
02330, 역삼월드메르디앙아파트 앞,강남구,서울특별시 강남구 도곡로 183,37.49219894,127.0394592
02331, 동영문화센터앞,강남구,서울특별시 강남구 언주로 337,37.49805069,127.0446014
02332, 선릉역3번출구,강남구,서울특별시 강남구 선릉로 435,37.50400925,127.0490799
02333, 양재역 3번출구 주변,강남구,서울특별시 강남구 강남대로 240,37.48515701,127.0340729
02334, 삼호아파트 2동 ( 간선도로),강남구,서울특별시 강남구 선릉로 지하 228,37.49375916,127.0458984
02335, 3호선 매봉역 3번출구앞,강남구,서울특별시 강남구 남부순환로 2748,37.48676682,127.0467606
02336, 강남세브란스교차로 래미안그레이튼 104동 앞,강남구,서울특별시 강남구 선릉로 지하 228,37.49423599,127.0474625
02337, 대모산입구역 2번출구 앞,강남구,서울특별시 강남구 영동대로 101,37.49207687,127.0719757
02339, 현대아파트 정문 앞,강남구,서울특별시 강남구 언주로 107,37.48326111,127.0522995
02340, 삼호물산버스정류장(23370) 옆,강남구,서울특별시 강남구 논현로 82,37.47750854,127.0451737
02341, 일원역 4~5번 출구 사이,강남구,서울특별시 강남구 일원로 127,37.4833107,127.0849381
02342, 대청역 1번출구 뒤,강남구,서울특별시 강남구 개포로 623,37.49400711,127.0795136
02344, 리엔파크 2단지 앞,강남구,서울특별시 강남구 헌릉로590길 10,37.46506119,127.1011963
02347, 두산건설 본사,강남구,서울특별시 강남구 언주로 726,37.51863861,127.0354004
02348, 포스코사거리(기업은행),강남구,서울특별시 강남구 테헤란로 501,37.50723267,127.0568543
02349, 역삼빌딩 앞(하나은행 옆),강남구,서울특별시 강남구 테헤란로 지하 156,37.50154495,127.0385666
02350, 래미안그레이튼102동앞,강남구,서울특별시 강남구 선릉로69길 19,37.49482346,127.047905
02351, 청소년수련관(수영장)앞,강남구,서울특별시 강남구 광평로 144,37.48387909,127.0890274
02352, 서울본부세관(건설회관 앞),강남구,서울특별시 강남구 언주로 721,37.51758957,127.0350266
02353, 강남구청역 2번출구 뒤,강남구,서울특별시 강남구 학동로 342,37.51681137,127.0404739
02354, 청담역 2번출구,강남구,서울특별시 강남구 영동대로 647,37.51978683,127.0567627
02355, 삼성역 5~6번 출구 사이,강남구,서울특별시 강남구 봉은사로 524,37.50912094,127.0623093
02356, 강남구청,강남구,서울특별시 강남구 학동로 지하 346,37.51807022,127.0471191
02357, 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),강남구,서울특별시 강남구 언주로89길 7,37.50166321,127.0429764
02358, 구룡초사거리 (현대아파트10동 앞 ),강남구,서울특별시 강남구 개포로 303,37.48138428,127.0539169
02359," 국립국악중,고교 정문 맞은편",강남구,서울특별시 강남구 논현로10길 29,37.47560501,127.0503769
02360, 도곡1동 주민센터 교차로,강남구,서울특별시 강남구 도곡로 205,37.4928093,127.0413895
02362, 신사동 가로수길 입구,강남구,서울특별시 강남구 신사동 501-5,37.51763535,127.0224533
02363, 강남 을지병원 교차로,강남구,서울특별시 강남구 도산대로 172 ,37.51913834,127.0275192
02364, 도산공원교차로,강남구,서울특별시 강남구 도산대로 229 ,37.52124023,127.0318985
02365, K+ 타워 앞,강남구,서울특별시 강남구 도산대로 333 ,37.52330017,127.038475
02368, 도곡동 경남아파트 건너편,강남구,서울특별시 강남구 도곡동 874-1,37.48934174,127.0412979
02369, KT선릉타워,강남구,서울특별시 강남구 대치동 1011,37.50542831,127.0528717
02370, 한티역 3번출구,강남구,서울특별시 강남구 대치동 1026,37.49655151,127.0542984
02371, 한국우편사업진흥원,강남구,서울특별시 강남구 언주로 651,37.51474762,127.0351334
